date,AAPL,AMD,AMZN,AVGO,BA,BAC,CAT,COST,CVX,DE,DIS,EEM,EFA,F,GLD,GM,GOOGL,GS,HD,HYG,IEF,INTC,IWD,IWF,IWM,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LQD,MA,META,MSFT,MTUM,NEE,NKE,NVDA,PEP,PFE,PG,QQQ,QUAL,SBUX,SPY,T,TLT,TSLA,UNH,USMV,USO,UUP,V,VNQ,VZ,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOM
2021-03-31,118323800,43659500,61878000,28684000,14138500,49270000,4512300,2832200,8954400,2053300,8478000,38807500,32191600,60456900,10623800,20761300,42570000,2624500,4744100,41604700,8620000,33013200,3767600,6576400,34800100,8281500,16736700,5671400,15826500,2218400,3621300,1375500,23764600,4372600,19498200,43623500,825200,9430500,6878900,314776000,6257900,26582700,9202600,55032500,880900,6478400,112734200,59981040,19271300,100011900,3356500,2904400,6368600,1381600,13180000,4430400,19531700,14174400,3857400,48097400,51138300,12291300,15430400,18241100,5083900,22259200,8504100,7937800,23686500
2021-04-01,75089100,40182400,58806000,23528000,10934500,65587000,3787100,2938600,8515800,1561900,7749400,44592700,26312600,61907500,7105200,17783600,39880000,2659000,3923900,30806600,8535300,31416300,2888700,5801200,29799200,7229700,16561500,4561000,15834700,1594900,2340400,1261600,16390900,3701800,17616000,30338000,1431300,6548900,5720600,308276000,4823400,21319900,9117800,55685600,1097500,5793000,99682900,42999548,14885900,105895200,2977700,5161700,11598400,1955700,6138400,5461200,12885100,14325800,4549600,65039600,51690100,11189300,14351600,21191800,6082700,21046600,6676400,8140000,23194500
2021-04-05,88651200,32610600,66698000,22966000,13750300,50328500,2323400,2705700,8692700,1419500,7405300,30891600,20340500,82332700,6163800,24633000,48510000,3235000,4697200,20758300,9944500,27947500,2465400,5534000,27826600,7387100,13508000,4416500,16368700,1400000,2864800,1489300,17015500,2180300,28237000,36910600,847600,7328400,5508900,255672000,5980700,22096900,8279100,42172500,1613200,6913100,91684800,50996905,8243000,125528400,2709400,4166900,9801000,1704600,10440500,4239900,14326300,17460600,3970000,53372200,51790700,10789200,12866800,20093000,5235600,29288200,7190900,8628400,23264800
2021-04-06,80171300,29327900,50756000,18063000,11180300,42590100,2614500,2142000,8125100,1309700,7926200,31509200,18995900,67499400,6761200,39518700,35240000,1801700,3988600,15367900,8765200,28771400,3165000,2751200,24907800,5074200,13071600,4958000,15614300,1615800,2488400,1035700,15762000,2661900,17335200,22931900,834100,6570500,4670100,191744000,4751900,20722900,6180600,33537200,904200,6745200,62021000,44574314,9282400,84815400,2698600,2722900,6734200,1845900,7828100,5111600,12198300,12551800,2523500,53257800,41336800,8203000,11315600,19302100,4270100,17258600,5206700,6301400,18926300
2021-04-07,83466700,35590900,66924000,12074000,9925700,43136400,2449600,1808400,7699300,1299300,6238700,47888100,14349400,42264000,5436000,17167900,24134000,2157300,3799300,15645400,6316800,17793300,2100300,5056400,26233700,4608000,16903500,3678200,10062700,3015900,3406600,976900,10976500,2958300,22855200,22719800,771200,6761600,6646000,251284000,4849200,21933800,10244500,32046400,772900,5629600,55836300,53821262,11052700,78928200,2158900,2259300,9987600,758900,5614300,3038500,13218400,17575600,2347700,49888600,38660800,8865800,10085200,20763900,3063200,15798400,5753200,5049400,22385000
2021-04-08,88844600,41925300,56242000,18121000,9899900,45285900,2158900,2839200,8283000,1250700,7763000,50373000,15502500,52622000,6574500,19016300,28664000,2402800,4035600,11052100,6334700,22224200,2043100,3231200,23989400,5039400,12335500,4233200,9695600,2003800,2393200,1863400,7452800,3528400,20894100,23625200,940100,7454600,8748400,244416000,6725100,18129400,6190300,29940800,890700,5011300,57863100,66037678,7847900,71772900,2426700,3807900,4288200,582000,11042000,5034300,16472400,10828600,2891400,63766600,39927400,9151600,14144600,10244700,4042700,19909800,4292400,6424800,21999300
2021-04-09,106686700,32759900,86830000,16614000,12255900,45872900,2482900,1610800,7163700,1224500,6089300,35808300,16330500,40555400,6657900,12182300,26146000,2347100,4607800,17413100,5887400,27177100,3993700,9522400,23267400,8418300,12122400,5485600,10828200,1599000,2611200,1400900,7568300,2429300,15988600,24326800,627500,4969600,6056800,195172000,4950800,31686700,5855400,36664900,1084400,4114300,61104600,44111311,8717800,64311300,2483200,2773100,3705600,691200,5724900,5371000,13872000,10617600,2324100,44373400,40133700,9655900,9401000,7020400,1887000,15751200,5919100,6093800,20020700
2021-04-12,91420000,62098800,65636000,23247000,10383600,45544600,1688200,1836600,7845900,1165100,6662500,30045900,13729500,40422800,4896700,10231000,25024000,2318800,3556800,15464500,5466000,51266900,1947000,4927600,20533900,5022800,12273400,5609900,8565300,1479900,2876100,1067400,10579800,2896600,10881900,27148700,538400,6052900,5638200,869324000,4386700,29944900,6440900,25833000,835600,4707800,56704900,32913051,7659000,87407100,3057300,2007200,5998400,479900,6315200,2828200,19564600,8856400,2234300,39196200,44435500,7704800,15907000,10117800,2946900,14201400,8279500,6285600,20238800
2021-04-13,91266500,37767300,66316000,15281000,15901400,46770400,2286400,1796400,6829900,985100,6826500,33697900,12712500,51556000,6995900,17416600,25682000,3575900,3635100,20643500,7663800,26822000,2319200,4727200,24608400,18424100,16113600,7243600,11071700,1543600,3089100,1124300,9582100,2652800,14036900,23837500,759400,6319000,8778200,676212000,5283300,33967400,9161200,30374000,1557000,4607400,56551000,54794270,13232800,133958400,2652300,4524400,5063600,498700,4764000,3975300,15489100,9311800,2891100,44825400,39950900,10612000,11315800,11982600,7557800,18250800,6519600,5351200,19370600
2021-04-14,87222800,34263800,62904000,18220000,12661800,52023800,2491000,1509400,10194800,1077100,9089900,27449500,13079200,49877500,6312300,14618100,21002000,9876800,3440600,17992800,4876900,25768400,2307100,4266800,27362000,7718300,19939600,10340200,9787600,1325400,2002100,1078800,10219300,2317400,17421400,23070900,916800,4478200,7354100,385500000,4685300,23842900,7584000,42564300,962000,3994600,61659900,41425180,7293200,147052200,2805600,2719300,9353500,632200,4972600,4569100,13890100,9953200,3939200,66767800,44065300,9331900,11216200,12087500,3027900,15125400,6226600,6676400,28051100
2021-04-15,89347100,68942800,64672000,18370000,9479000,118128900,1860200,1850100,7860500,1127000,7262500,42622000,20480100,38209300,8250600,14395700,29174000,4354800,3508200,20944400,9958500,24927700,1698400,7305200,20587300,7524600,17694100,6743000,13078100,1449100,2586600,1289400,17234400,2942200,14558300,25627500,965400,5012400,6284800,598480000,4777100,24945800,7945300,36342800,1371100,5079100,60229800,35073819,23896700,83546700,4488300,2976300,4391600,390300,8698100,6497000,13338400,10863000,4523500,49686200,55483500,12631200,11028800,7714900,3786400,23863400,8438300,5031200,23250300
2021-04-16,84922400,47280600,63720000,16263000,14606000,60633400,2128400,2249200,7459700,1092000,9453500,32031300,17058700,33132900,10057600,11087300,26282000,4231900,6213100,32509300,7334900,24625500,2662100,6632800,23943000,9049400,13773400,8150500,17974100,1304400,3731800,1499500,21100200,2725500,13059200,24878600,922700,15124100,6852500,335208000,6481400,52829500,7708500,40860100,713900,5777900,82037300,39935944,15238400,83938500,4532400,1966000,4680000,431700,6829400,3754200,19866200,12927600,3378100,57189000,39115700,10221900,11695600,7810000,3173700,22376000,7447400,5276000,22752000
2021-04-19,94264200,39115500,54508000,26319000,9249300,42321100,1712600,1560000,7068700,1145100,7625800,34318500,15206800,39063500,5721700,12262500,30290000,3228200,4494300,23904900,5738600,23997700,2750400,5236800,25285900,8353500,11900200,6512900,19352900,1675600,2966400,1317600,10868200,3360900,14553500,23209300,903500,7658200,5613600,404420000,6621200,30905100,9149400,34533100,981600,4889700,78498500,39439974,13886800,119058600,2965400,2990000,3324500,1068000,6541600,2882900,11955400,12112600,3188300,40827800,31172300,8140900,10254000,10867400,3291600,21503400,7094300,7030800,21123300
2021-04-20,94812300,34977800,52460000,19128000,19483600,50834100,2815800,2330700,9783800,1807400,10765800,27732600,29570100,83170800,6532000,23736100,22288000,3662300,4462900,22901000,6468300,19872100,1958700,2985200,35570800,14050700,13716700,5857500,14419200,1603200,2460900,1370100,11996200,3135900,16796400,19722900,675600,7192100,13268700,334132000,4999700,26459400,10040500,38081800,917600,5662400,81851800,35799239,11476500,106827000,3348100,2826400,6415200,827200,5799100,4968700,16673600,10643200,3535200,72574000,50227700,13622200,9873400,13168800,5042100,29548800,8063900,8462000,21782100
2021-04-21,68847100,35069000,44224000,25947000,12847000,37851800,1977700,1531800,8264400,1819900,8400200,33407600,15615600,49641100,8380200,14648700,23204000,2733300,3740100,19527000,7976500,24364200,2078700,8058800,31147800,6333200,12236700,6706500,13866500,1176400,2219800,1358500,10473600,2466300,14863500,24030400,660800,8565100,7110900,216776000,6316000,29365000,8465900,36598100,985200,4397400,66793000,45489198,11902200,93646500,2473300,3508100,5800300,417300,9490600,4407000,18310100,10809000,7034100,56991000,39680000,11352800,9254200,10794900,4182600,19230200,9635900,5540000,16625600
2021-04-22,84566500,38846100,51612000,27057000,13854400,48093400,2410700,2138000,9899400,1880200,7378300,39452000,22677800,73064400,7680100,15822200,24146000,2165200,4875000,18506500,7681300,38257600,4290800,5058400,31943700,7233000,15256100,5643400,12558900,930300,2982600,1670500,16487100,3713700,16375400,25606200,1429000,8261700,6442900,277788000,4904400,33373600,7338300,45936100,1417600,5744900,97582800,143684584,14156400,106770900,2718600,3926600,3278100,358100,7303000,3207200,20921900,16101000,3532900,50062800,43611200,11778700,11652200,10762900,4074600,17983600,10030800,5960000,21600100
2021-04-23,78657500,49194000,63856000,22890000,11533100,48674100,3458300,1404500,6756000,1301300,6075500,27062900,18607900,51833300,7106400,10803300,29066000,2163800,3405700,14388700,5509900,77479500,3951200,5214400,27999500,6015300,14041900,4725400,9020500,1290600,2482800,1298000,15170600,2294800,17536800,21462600,1104400,6034900,7489000,227500000,4354700,24375000,6708300,36381900,1025500,4555800,73209200,53428961,12302200,85110000,2263200,2011300,4206300,567800,5345200,5225600,18099400,9370000,2741900,33897800,50437700,8126800,8886000,9133800,3551700,16881600,4974500,3823800,15337900
2021-04-26,66905100,57594500,97614000,18271000,10599600,34699800,1864800,2059700,5639700,1235700,6178300,26805200,14052100,40863800,4786600,11553900,32038000,2171500,2848500,12746100,7145300,39645900,1899200,3820000,19069200,6027800,10799100,7078400,11684600,906300,2797500,1518100,10915200,2255000,16172600,19763300,582300,7425100,8217800,197796000,5817700,19773400,9910600,30812000,725700,5924900,52182400,60190761,9103500,93115500,1642300,1558700,3150900,802000,5650000,5404600,15073600,8192000,2767100,35891800,43749700,7824800,7735000,8750100,2893600,12578400,6907100,4460600,16083800
2021-04-27,66015800,61909900,76542000,13267000,10583300,34304800,1959300,1875900,6898900,925700,4870000,25563100,13612200,42037800,5363500,9293500,44386000,2088600,3335800,17660600,7720500,38167700,1589500,3441600,19648100,6217700,12821200,3999400,9852400,1199800,6838700,1564900,10418200,2270000,15309300,31014200,774100,5871900,5833100,164572000,4693700,19061500,8296800,33187200,733200,7260900,51303100,44211273,14137300,88311000,1758500,2841500,3454400,364800,6642100,3091100,21858600,8882800,4684900,42268800,50852400,13774800,10822000,10078900,3715200,20942000,7034700,4438600,19278600
2021-04-28,107760100,108920300,92638000,15940000,19054100,34084400,2965300,1305600,8718400,891000,5199300,37381000,14288600,68023400,6932200,10485200,81106000,2140900,2713400,14795000,8692900,30387400,1559700,5552800,16222700,7448000,8943700,7411400,10868100,1366300,4682800,1110400,15731100,4065300,33907200,46903100,810900,5522200,8195400,209416000,4962700,21963300,6262800,33615700,742100,14793500,51238900,37193014,15263700,66813000,1886500,3261800,5500900,472700,10111400,3509200,12862500,7793600,3355400,65874000,35771700,7877900,10691200,7925300,2246200,15158200,6788100,4761400,24729800
2021-04-29,151101000,51294500,153648000,14650000,12296100,44008700,5442400,1848300,9740300,1104500,5958300,36617000,16411000,230430600,9067600,21315600,41234000,2584400,3261900,17152900,5547800,23290600,2609200,5796800,25500300,6394300,12976900,7898400,15391000,1290400,2432500,1385600,11697300,4637100,56526800,40589000,801100,5558700,6612500,173196000,4699900,23569400,6786800,37708900,1230400,8936600,78544300,50944740,17178200,86536200,1996500,2224000,5920400,266300,7411400,3319100,18169200,11571000,4816200,66042400,48573000,11035300,13416600,9202600,4261900,19223600,8148900,6444600,27318400
2021-04-30,109839500,46601900,140186000,19367000,10380400,39203400,3953500,2118900,13730000,1196700,7866300,46299900,28951400,90786500,6248700,15348300,44856000,2101100,3118700,23367500,5160000,30731800,2906000,4881200,27006000,9079100,11705100,7664100,14912600,1932700,3103900,1103700,11860200,4043200,26332400,30945100,648400,8024600,5643600,201912000,5051100,28413200,9188600,38263400,747100,6478700,85527000,41484362,15692000,122276100,2328100,2459500,5007000,1124700,10260200,4371300,16861500,10352600,3819500,58519000,43940900,9861200,10583400,10784800,4592300,20484600,7153400,5651000,30518400
2021-05-03,75135100,66323300,117510000,15098000,9887800,41940500,3182900,2685800,7938100,924600,7542800,20628000,21382200,61987300,9014700,11585100,28242000,1871700,3683700,15782400,8593300,22281700,3350500,3873600,18693400,6594100,11801100,6138100,10417900,974900,3197000,1347400,9029900,3344100,18719500,19626600,839900,6076000,5053000,203912000,6109800,46638600,8070300,29729700,924100,5049800,68128300,49589228,16447700,81129300,2568500,2462200,3309500,1026600,8174400,6844100,17559100,12405600,3861300,45740000,33317300,9445300,10805800,12671500,5074000,21544000,13179100,7371400,20509600
2021-05-04,137564700,59194300,108788000,23497000,17807200,53880000,4040700,2133800,8704300,1692300,7069300,38634800,29144900,71007700,10267400,22262300,44818000,2831400,3954400,23089700,11171000,35323600,2682100,4530800,26892700,10179500,12977700,6947600,14151000,2301700,3703500,1509600,14006800,3321200,24032600,32756100,1212800,9178300,6129500,405324000,6603800,52802200,9624000,65147000,1055900,6265100,101591200,68700639,18639700,89217900,3237200,3692900,5357600,1225600,5884500,6449000,22067700,15622200,6848700,53917600,66939700,11677400,19919600,11147300,4892400,23445600,16186300,9207200,23522200
2021-05-05,84000900,42310200,74226000,16388000,14913500,37471100,3690600,1905300,12872400,1460800,5901700,26062900,17680000,64495500,5950000,26805500,26636000,2786800,3227200,13676300,6810000,21001900,2338700,4865600,25139500,7792300,10506700,4729700,9665900,1763500,4274400,1079300,5722300,2993900,15577600,21901300,1210800,10643200,6234200,292024000,5305200,76627500,8295900,46219300,1270800,4677700,60162200,41937965,11127900,65705700,2767600,2226600,6912400,1427800,6523200,4580300,17882200,15113400,3829000,79621200,38954200,9989000,11245800,8726200,5972400,23562800,16713700,6325000,31526200
2021-05-06,78128300,38661300,88954000,13495000,11857100,39044400,4527000,2641400,9654900,2010900,6944900,29454200,21533100,50032800,13574100,20108100,25190000,3048700,3539600,23110100,6546200,25529300,3266900,5866000,27647300,5529900,13542400,5286100,11572700,2532800,3101600,1079500,9383600,3787300,19012200,26491100,1363400,7069200,5201000,193380000,4472200,54944900,9771100,46814300,855500,4113300,74321400,38556072,21907600,83353800,3058700,3882800,6635600,476200,6124100,5649700,14593100,14774400,5321700,58710400,43332900,18276400,14338600,10192000,4116400,23305400,16115000,7850600,26836800
2021-05-07,78973300,36954200,94206000,11712000,12823000,39249200,3327900,1817100,10273000,1597200,6888400,41590600,23316000,41525800,14748600,15480500,28898000,3378100,2998100,17872700,10657600,19959000,2080700,4409600,26172700,5316200,14257800,5148100,10637500,1883600,2526700,1203700,11267200,2935900,15916700,27032900,1702100,5677400,10566700,229328000,4181000,33807800,6299100,53324500,533300,4867500,67733800,38330065,18346900,70407600,1851000,2268500,4252900,1844700,4528700,5884900,15678600,15089400,3636400,63196200,64616700,19343000,19196600,9841800,3863600,18110800,7576700,6750200,33610600
2021-05-10,88071200,45134500,116772000,25239000,14813900,41271500,3752900,1998700,13586500,1601300,8260300,40686800,16927500,51703500,8276600,14591600,30914000,3396300,4840600,16580800,5906800,35046500,4062500,8802400,28109100,8357500,14014300,5437600,15545800,1695700,2242000,1578600,9705000,3193700,24239200,29299900,1380400,6210400,5669300,268904000,5270600,30831900,8852700,60700500,817200,5759500,81852400,54262286,15146200,94177200,2489300,2711000,4391900,659600,9627400,3436700,22563000,18238200,4043500,68998000,56341100,16335500,20281000,10558400,3873100,26442000,8846700,6976000,31956600
2021-05-11,126142800,51008200,92396000,17887000,16273200,42964700,3163100,1859700,12754800,1588500,10865600,37374100,34624600,56882600,8348200,22773200,34186000,3734300,5500900,28683600,6591300,35968100,4184300,6226000,39519500,8217900,15451700,5816700,12986700,1634800,1850200,1353200,12179400,3073100,18920100,33641600,1986300,10515100,8045400,285584000,5266100,30568600,10973700,71963600,2188400,7775400,116888000,44221335,15158600,139511700,3024000,6721600,6925400,549500,7633300,4036900,17971900,18997000,9642100,113531800,82723700,25425800,27046800,14385700,5546200,28210000,11357800,14220800,34563800
2021-05-12,112172300,42531400,98728000,29940000,14931200,47533000,3668500,2344600,11661900,1631600,8988100,53632900,32608200,55663100,12666300,19348700,46376000,3309800,5822000,31630100,14509800,30232300,2384200,6801600,42113400,6758300,14381700,4770500,15836500,1776000,2397400,1633700,12569900,3293200,24645500,36684400,1847700,9093200,5865100,303408000,5651700,26208600,8853700,91164900,1184900,7965300,134811000,41682300,20859400,101470800,2888100,5754100,6838000,2379900,7721300,4601200,14718600,18269200,5624800,82195600,97911900,18125700,29414600,13223100,5443800,29553800,10946500,14124000,34426500
2021-05-13,105861300,48646800,67018000,21841000,16503400,42026100,2228100,2023100,9706300,1483400,12332200,42935200,36208800,56598500,8078300,13308600,33204000,2673900,5159800,28689600,8242700,29192500,2517500,4987600,37739900,8018600,15395000,5056200,15475800,1569300,2174300,1105800,9508200,2626000,18079200,29624300,2006200,5469300,6284300,285404000,4849400,25415000,8753600,69877800,1016800,7999400,106394000,35838562,13073900,132554700,2637500,3431700,7610000,450000,6650100,5118900,13305100,22130400,7711900,79698200,66882600,16457900,22610400,18490900,10719300,28222800,11228000,14082400,24268200
2021-05-14,81918000,38355800,66500000,16964000,10162400,30932600,2041600,1876100,9124100,1143600,33149400,40363000,18601700,48619200,9686800,11313000,31996000,2732300,3998000,22550800,7943100,28158300,2313000,5274800,25070400,5797700,10584000,3295100,11725300,1210600,1823700,799800,8987200,2959700,19245700,23901100,1179700,5446200,4367900,258616000,4224700,18041100,5989500,44370000,702100,6836300,82201600,28044703,17566700,100112700,2072900,1952500,5058400,638300,4777200,3936600,13770000,11112600,3257000,57183600,44850200,11217700,16823000,9672600,3828600,18910600,6590400,8211800,20735400
2021-05-17,74244600,40779200,74478000,15725000,9559300,32656400,1998400,1830800,12692900,1170200,17771600,23169500,16699500,52201700,11956800,11041000,21598000,1826100,4388000,13545000,6711100,20010200,2508400,4883200,20048500,5722600,9886800,3203000,12119800,1143000,2466000,979100,6001600,2511600,15401300,24970200,1528500,10369300,3934200,216980000,3747100,18095000,7690700,39395000,870100,4521200,65129200,227010260,6113800,97171200,1583900,2782100,3831000,251800,5534200,3320200,22387000,15624000,3006100,67404200,40376700,11547700,16267200,10705800,3583400,25124000,5997700,10445000,25282500
2021-05-18,63342900,31982500,56568000,17824000,10081100,37880300,2436200,1698200,12759900,1664800,10401000,32405300,16526900,72472900,7294000,11464400,22204000,2018600,7010300,16447500,4319600,18703400,3681800,4463600,24564500,5846000,11098100,3687500,13232500,1305900,2369400,1171800,8835300,3421200,14522400,20168000,1164400,8195100,5664700,186256000,4527300,15805500,9239100,36528500,672300,5177300,59810200,327097378,11423100,110491800,2694800,2436300,9166100,673700,6900000,3359800,26579000,13594800,2438200,70435400,40299200,11195500,11737200,11168900,4545500,19532400,9202000,7756800,25170800
2021-05-19,92612000,73966200,53594000,21369000,13162700,42672800,3143100,1725000,14762700,2800600,9251000,46284100,30391700,70220800,20741100,11693700,23684000,3696000,5242100,34701000,13156500,23769700,4010900,8434800,31202800,5533800,13278900,3892600,15126100,1882400,3070500,995000,20069600,3577900,19106200,25739800,1242800,8486600,5582300,344000000,4432700,20209500,9806800,66319100,1118800,5997400,106467100,162369932,14296000,118735200,2783100,3971100,9180000,1294600,9311900,3602500,20213500,24960000,4936800,87969600,63573900,16656400,30581200,13709500,7500900,26238000,10063000,14120400,28889800
2021-05-20,76857100,49135000,52664000,21886000,9218900,36871100,3339200,1427300,9706300,2947000,7400700,33273000,21650300,106243900,9802800,11504000,32352000,1919600,3854700,28013700,8412700,23145200,2387900,6462800,24932800,4853200,10426000,4203800,10948400,1272900,3494400,1094700,10498100,4087500,17320200,21800700,831600,10798500,4934800,321592000,3964600,18621100,8768200,46466100,813200,5345500,78022200,108488825,13310500,92463300,2105800,2623400,5320000,848700,7478600,2466500,20768900,11750000,3504500,56522600,59216100,11635300,16828200,11336300,5260700,25679600,7522700,9068000,20692500
2021-05-21,79295400,40201100,82098000,13216000,16579000,40243800,2479100,1706600,10352800,3614400,8105700,39110900,26751600,200958600,7677200,15150900,40632000,2657500,3920600,36466200,6648700,17723100,2113800,2698400,24213700,6501800,10249000,3716300,16033200,1923500,2579000,892500,7826100,2708700,13600900,21863100,683000,8689300,5329700,672992000,5194200,21144800,10161000,50330400,642500,5146500,76578700,98754380,10171600,78091800,4295400,2514800,4204900,685900,5603900,3020000,15474400,13533000,4452000,50539800,44950300,13420200,14148400,7779600,4565100,20487800,8423300,7770600,20792700
2021-05-24,63092900,33194300,48456000,14420000,10106000,31390800,2372700,1657000,6785600,1914700,7346700,22436200,12267900,111374300,5557300,8943000,31832000,1834300,2930600,24277800,4826000,19164400,2031900,5675600,18324200,5195100,9440300,4282700,10326100,1058300,2074900,931400,5756400,2351500,16445400,21411500,737500,6746900,4313200,554816000,3627800,16922300,6981300,32475800,523500,5476100,51376700,63020282,6868700,103674300,1883600,1878400,5146000,716000,4040100,3491500,12970700,10218400,3020000,48020400,29159600,7097900,13229000,6535900,9873000,19343000,4958800,6726800,18400300
2021-05-25,72009500,47353100,65222000,9600000,12908000,52657700,2265700,1379700,7884000,1682300,8089700,40993700,14338900,113383400,8986900,16362200,22440000,2631000,3523300,15466600,5748200,22309900,1611300,3854000,20514900,7444700,12609100,4665300,11916500,1330300,2919100,978500,11428000,3916300,16437000,17704300,1402200,7440600,4885800,435408000,4649300,25916300,8142400,31280300,2059100,5391800,57451400,77290883,12346900,84017700,2285600,2985700,3602800,618800,4689100,4243300,15935100,9688800,3079300,48558600,38755900,8574700,11245800,8271800,4333800,20427400,6798500,7133800,25616100
2021-05-26,56575900,30354000,47680000,9873000,7240200,41332800,2070000,1648000,9232400,1949800,8086200,26984700,12732000,227538700,8495400,14242700,21572000,2121200,2881600,14354900,4501600,15173600,1970700,3916800,20388200,5726400,13058300,3085900,16064300,1411600,2891300,999500,28568500,3101900,9686900,17771600,928800,7408800,6781500,370440000,4462600,28036500,8122900,25444900,737800,3841600,43088600,43765747,9793700,85917900,1903900,9045700,3817100,336300,4295600,4518100,14045200,12616400,4644900,39554400,38601900,7615800,13311400,10622500,4738200,16841600,6848800,7473600,21698700
2021-05-27,94625600,35883200,51224000,19098000,18404400,52981100,3594700,4452000,11703400,3337100,13567800,35598900,16211200,278939100,7993000,33843800,35224000,3897000,3734800,12682100,5998100,32387600,3068500,2864400,21225700,8114700,15707500,5817600,59109600,1710900,9340300,3979300,15033000,5416300,20477700,24426200,1639400,10956100,12882300,581476000,9203600,38471200,33095700,27931700,682800,7378400,56707700,62823932,10695200,79111800,2041800,4457900,3193000,354600,5969600,4362900,30754300,11654600,4462100,39053600,39789500,11467400,11354600,12693900,4288000,16996200,8102900,7783600,33556000
2021-05-28,71311100,40952700,46596000,19946000,11197400,38509700,2290700,4681200,7278200,1348100,7124800,43730300,21449500,152105300,9967000,12668100,21482000,2169700,3194000,15464100,5575700,20303900,3378400,19276000,20668400,6400800,10291300,3133000,17011600,1430900,2386000,935500,10432400,3624300,12037400,18270200,901000,9177500,4153500,644536000,4913700,16154100,10477100,29927400,696700,4239800,58520200,54191320,10258000,68211000,2367900,3047500,4847100,600300,5779700,3409400,14027800,10690800,2834100,37125400,39265000,7606300,9222600,8476400,3534100,19565000,10059900,6451200,19246800
2021-06-01,67637100,43433000,48600000,16277000,13562800,42890700,2476000,2117800,10260600,1483500,7475600,41656100,27524200,89071000,9143300,10429000,23354000,3644000,3549800,22655300,9498100,20326400,1809100,4657600,23081500,10448400,9445400,3496800,13304000,1418200,3070200,962200,6390600,3119700,11765900,23213300,938400,9056100,5577900,472804000,5530300,23642400,9993900,31145400,650400,4306900,54216600,52162290,11778500,54254700,2199600,3051200,6374900,740200,5091500,4385000,14922800,13700800,3301400,72570200,35710700,9456900,12907400,8893800,5512300,22052200,13368300,9361200,28474200
2021-06-02,59278900,35203200,40290000,13286000,10820400,34180500,2348500,1881000,9141800,1882700,7851700,24532400,13561200,77517200,6613100,11975400,21158000,2809700,3380100,13698300,4269900,18483600,1699400,2817600,18927500,6806000,10498600,3525100,11328500,1562800,2030300,1007600,8140400,3531000,11654300,19406700,1121800,6421000,5226100,594168000,4546900,19629000,8254100,22047900,2932400,5045000,49097100,53003692,7347900,69908400,2232900,2454600,3682400,1497400,9081100,4446100,13681100,11410200,2782000,67893400,37537500,7547800,10098200,6411300,4599000,20491400,13245100,7063200,22978300
2021-06-03,76229200,29812000,47966000,20389000,10402000,46981200,1923200,1780300,8809300,1336800,5583900,40790400,16987600,179671400,10153900,38547800,18696000,3003900,2652500,16701800,3591200,21831300,2213300,3834800,24811500,5808800,13354400,4312200,17364300,1608200,3066600,1649700,10028100,2605900,12610800,25307700,873500,8871500,5027400,580008000,4651600,17376300,11249800,37057800,1002300,5723900,58138800,60788150,10994000,90335700,2281200,2569000,3378700,2083200,6382400,4187600,14212500,12528600,2812300,58761600,54877500,10342300,12721200,9410000,3447300,23707200,13244400,8702800,20272800
2021-06-04,75169300,26387800,44994000,23865000,8799000,37192600,1837900,1765900,6699300,1279300,6343400,29038100,13335200,151788000,8375300,21072300,24458000,2514100,2638700,26829200,6326000,21493800,2643400,5642400,19395800,6510300,8510800,3091700,18935100,1362200,2817700,1836100,11427200,2295200,13289400,25281100,591900,6586300,5217100,617120000,4427400,19375300,6894400,38736500,567200,4477500,55938800,45228105,15773700,72110700,2990900,2865200,3654400,1383300,5085700,3121200,11868100,10291600,2333200,52658800,27250900,7118200,11182600,6078200,3061300,14469600,11228900,6433200,20427800
2021-06-07,71057600,29006800,44316000,24142000,10606000,28401900,2330700,2515800,6748600,1537000,5178100,24830500,16738700,90915300,7709100,15549700,24120000,2188700,3974800,9189800,3068500,17364400,2490400,2500800,24049900,5362800,7267200,4285800,14010800,3591400,17231400,1087900,5000100,2133400,20136700,23079200,478500,5988500,3765000,575756000,4724100,24110700,8418000,32611900,892600,4009000,51555000,43812219,7799800,67631100,3353800,2536800,3871200,842900,5421300,4773100,11144100,12097600,3321100,40070400,37401800,8298700,11784000,7306900,5659700,13822400,13978500,6389800,15477900
2021-06-08,74403800,26956600,68334000,16615000,15113900,41871400,2212300,1553800,10559500,1521700,5356200,38113700,13218700,93891100,5905800,13027200,24240000,2452600,2913500,10983900,4760500,33254500,5583900,3178400,27770300,7746800,10370700,3523700,10968300,1721800,4618500,1065000,10626800,3224200,14580500,22455000,449200,5803000,4915200,323848000,5997200,18880300,6911500,27282800,533800,4669800,47134300,81796720,11230900,78160200,3051300,2333200,5129100,691000,4170600,3935800,15858400,11581600,3325100,57553000,47747700,8847800,8902600,8545200,5577200,18363600,10799500,6124800,28953400
